iter	Logloss
142	0.008755374964
143	0.008689363343
144	0.008647931576
145	0.008595736412
146	0.00856478244
147	0.008526211594
148	0.008468571595
149	0.008410597091
150	0.00837876339
151	0.008343910575
152	0.00832710329
153	0.008270306407
154	0.008250310747
155	0.008219627657
156	0.008182322884
157	0.008155015656
158	0.008118923862
159	0.008102371017
160	0.008050587316
161	0.00801468223
162	0.008008054802
163	0.007987134453
164	0.007943569382
165	0.00787020716
166	0.00782703132
167	0.00772774143
168	0.007670486811
169	0.007634763963
170	0.007608266237
171	0.00757268882
172	0.007543810216
173	0.007521158198
174	0.00748784347
175	0.007433450083
176	0.007397009375
177	0.007375879993
178	0.007348929872
179	0.007322024001
180	0.007288347929
181	0.007274885658
182	0.00726020849
183	0.007242113152
184	0.007231660976
185	0.007209448918
186	0.007186053915
187	0.00717745924
188	0.007158592368
189	0.007118946644
190	0.007092760933
191	0.007074266425
192	0.007054324661
193	0.007044389238
194	0.00701885474
195	0.006988396183
196	0.00695778895
197	0.006902492333
198	0.006847603229
199	0.006812634423
200	0.006772405942
201	0.006740797938
202	0.006703399305
203	0.006654832193
204	0.006631726245
205	0.006623141463
206	0.006594447117
207	0.006585688742
208	0.006562517649
209	0.006527375363
210	0.006487614885
211	0.006458656611
212	0.00642210801
213	0.006389852446
214	0.00635473913
215	0.006333879701
216	0.006296618874
217	0.006272655868
218	0.00624941124
219	0.006232351342
220	0.006212324476
221	0.006195600998
222	0.006173745721
223	0.006119775212
224	0.006095293401
225	0.006067738797
226	0.006047039596
227	0.006031841166
228	0.00601027266
229	0.005988695238
230	0.005968198874
231	0.005949785699
232	0.00593259353
233	0.005909415205
234	0.005890425831
235	0.005877287828
236	0.005860104465
237	0.005846522848
238	0.005819323594
239	0.005803375273
240	0.005785189229
241	0.005772960511
242	0.005755129567
243	0.005724629511
244	0.005679757204
245	0.005667659779
246	0.005641113087
247	0.005622826811
248	0.005604818491
249	0.005576945143
250	0.005547890061
251	0.00552889027
252	0.00551414176
253	0.00549373593
254	0.00549373593
255	0.005476062879
256	0.005462635618
257	0.005445366614
258	0.005415236856
259	0.005415244201
260	0.005403574354
261	0.00537221591
262	0.005354740982
263	0.005346220142
264	0.00532594345
265	0.005314003773
266	0.005313999465
267	0.005302295989
268	0.005282081503
269	0.005268178241
270	0.005240419865
271	0.005208140288
272	0.00518455674
273	0.005154361083
274	0.005145012929
275	0.005127148279
276	0.005110580785
277	0.005088814391
278	0.005074450804
279	0.00505847792
280	0.005049448519
281	0.005029314722
282	0.005029300565
283	0.005013768338
284	0.004994175395
285	0.004967158428
286	0.004948313074
287	0.004925047833
288	0.004912620824
289	0.004903613197
290	0.004891317934
291	0.004876762895
292	0.004861928555
293	0.0048534482
294	0.004853387076
295	0.004832867505
296	0.00480785247
297	0.00480785247
298	0.004794895284
299	0.004781981451
300	0.004763862885
301	0.004744818161
302	0.00474473036
303	0.004732100734
304	0.004721329695
305	0.004711294181
306	0.004703875859
307	0.004689574036
308	0.004689598165
309	0.004689613276
310	0.004689612897
311	0.004689593436
312	0.004674519086
313	0.004667142176
314	0.004667142176
315	0.004667142176
316	0.004650169751
317	0.004633955863
318	0.004633955863
319	0.004616427441
320	0.004616345791
321	0.004616394864
322	0.004609418179
323	0.004588335214
324	0.004588268578
325	0.004568491326
326	0.00455313016
327	0.0045531098
328	0.004553162146
329	0.004553110052
330	0.004553138594
331	0.004553181407
332	0.004546982929
333	0.004546976877
334	0.004546978875
335	0.004546949377
336	0.004546955727
337	0.00454690659
338	0.00454690659
339	0.004546885401
340	0.004540560884
341	0.004526573747
342	0.004526559909
343	0.004526662787
344	0.004515771992
345	0.004515619256
346	0.004515652385
347	0.004515653234
348	0.004509827925
349	0.004509822728
350	0.004509846695
351	0.00450979766
352	0.004495869152
353	0.004495930113
354	0.004487167841
355	0.0044771258
356	0.004477009385
357	0.004462481625
358	0.0044514687
359	0.004451521591
360	0.004451449918
361	0.004451561296
362	0.004451439268
363	0.004451547602
364	0.00443462511
365	0.004434645548
366	0.004434645548
367	0.004434622994
368	0.004434554904
369	0.004434524733
370	0.004419257211
371	0.004419220404
372	0.00441925325
373	0.004419237025
374	0.004419282849
375	0.004419282849
376	0.004419282849
377	0.004419287568
378	0.004419193425
379	0.004419193425
380	0.004419152093
381	0.004419152093
382	0.004419273852
383	0.004419190686
384	0.004419146574
385	0.004419173794
386	0.004419245798
387	0.004419244872
388	0.004419194984
389	0.004419194984
390	0.004419133313
391	0.004419139283
392	0.004419106479
393	0.004419189469
394	0.004419151327
395	0.004419213382
396	0.004419096483
397	0.004419110027
398	0.004419198309
399	0.004419118016
400	0.004419066156
401	0.004410047
402	0.004410039354
403	0.004410161438
404	0.004410071124
405	0.004387468091
406	0.00438753686
407	0.004373137701
408	0.004373105493
409	0.004365283205
410	0.00436538794
411	0.004365274955
412	0.004365336241
413	0.004365291103
414	0.00436520676
415	0.00436520676
416	0.00435086813
417	0.004333923724
418	0.004334005595
419	0.004333846821
420	0.004333896224
421	0.004333973169
422	0.004333841489
423	0.004333827509
424	0.004333883566
425	0.004333843314
426	0.004333872263
427	0.004333772454
428	0.004333668288
429	0.004333768226
430	0.004326206176
431	0.004305818294
432	0.004282926513
433	0.004282911935
434	0.004282911935
435	0.00427088659
436	0.004270918161
437	0.004270862153
438	0.004270879526
439	0.004270844077
440	0.004270831369
441	0.004270864183
442	0.004260258637
443	0.004252379923
444	0.004252362025
445	0.004252397868
446	0.00425238583
447	0.004252446784
448	0.004252278454
449	0.004252335286
450	0.004252305185
451	0.004241260245
452	0.004229081356
453	0.00422901043
454	0.00422901043
455	0.00422901043
456	0.00422901043
457	0.00422901043
458	0.00422901043
459	0.00422901043
460	0.00422901043
461	0.00422901043
462	0.00422901043
463	0.00422901043
464	0.00422901043
465	0.00422901043
466	0.00422901043
467	0.00422901043
468	0.00422901043
469	0.00422901043
470	0.00422901043
471	0.00422901043
472	0.00422901043
473	0.00422901043
474	0.00422901043
475	0.00422901043
476	0.00422901043
477	0.00422901043
478	0.00422901043
479	0.00422901043
480	0.00422901043
481	0.00422901043
482	0.00422901043
483	0.00422901043
484	0.00422901043
485	0.00422901043
486	0.00422901043
487	0.00422901043
488	0.00422901043
489	0.00422901043
490	0.00422901043
491	0.00422901043
492	0.00422901043
493	0.00422901043
494	0.00422901043
495	0.00422901043
496	0.00422901043
497	0.00422901043
498	0.00422901043
499	0.00422901043
